"","stn_id","well_code","swn","well_name","latitude","longitude","wlm_method","wlm_acc","basin_code","basin_name","county_name","well_depth","well_use","well_type","wcr_log_no","wcr_file_no","well_loc_source","comments"
"129",NA,"419693N1215586W001","48N04E30L001M","D. Jackson",41.9693,-121.559,"Unknown","Unknown","1-002.01","Tulelake","Siskiyou",50,"Residential","Unknown",NA,NA,"DWR_Periodic_GWL",NA
"130",NA,"419703N1215631W001","48N04E30E001M","Hilton",41.9703,-121.563,"Unknown","Unknown","1-002.01","Tulelake","Siskiyou",185,"Residential","Unknown","133264",NA,"DWR_Periodic_GWL",NA
"131",NA,"419721N1215567W001","48N04E30F002M","TID #1",41.9721,-121.557,"Unknown","Unknown","1-002.01","Tulelake","Siskiyou",740,"Irrigation","Single Well","751108",NA,"DWR_Periodic_GWL",NA
"132",NA,"419726N1215574W001","48N04E30F001M","Moore",41.9726,-121.557,"Unknown","Unknown","1-002.01","Tulelake","Siskiyou",142,"Industrial","Single Well","78764",NA,"DWR_Periodic_GWL",NA
"133",NA,"419737N1219817W001","48N01W28J002M",NA,41.9737,-121.982,"Unknown","Unknown",NA,NA,"Siskiyou",1322,"Irrigation","Unknown","3984",NA,"DWR_Periodic_GWL",NA
"134",NA,"419749N1215580W001","48N04E30F004M","Dysert #1",41.9741,-121.558,"Unknown","Unknown","1-002.01","Tulelake","Siskiyou",NA,"Residential","Single Well",NA,NA,"DWR_Periodic_GWL",NA
"135",NA,"419755N1219785W001","48N01W28J001M","48N01W28J001M",41.9736,-121.981,"Unknown","Unknown",NA,NA,"Siskiyou",350,"Irrigation","Single Well",NA,NA,"DWR_Periodic_GWL",NA
"136",NA,"419756N1215209W001","48N04E28D001M","48N04E28D001M",41.9755,-121.521,"Unknown","Unknown","1-002.01","Tulelake","Siskiyou",140,"Irrigation","Single Well","98989",NA,"DWR_Periodic_GWL",NA
"137",NA,"419777N1219877W001","48N01W28F001M",NA,41.9777,-121.988,"Unknown","Unknown",NA,NA,"Siskiyou",632,"Irrigation","Unknown","YES",NA,"DWR_Periodic_GWL",NA
"138",NA,"419783N1215575W001","48N04E30C002M","Frey",41.9782,-121.557,"Unknown","Unknown","1-002.01","Tulelake","Siskiyou",84,"Residential","Single Well","555461",NA,"DWR_Periodic_GWL",NA
"139",NA,"419803N1219570W001","48N01W26E001M","48N01W26E001M",41.9805,-121.957,"Unknown","Unknown",NA,NA,"Siskiyou",NA,"Irrigation","Single Well","81301",NA,"DWR_Periodic_GWL",NA
"140",NA,"419806N1219015W002","48N01E29D001M","48N01E29D001M",41.9806,-121.901,"Digital Elevation Model","5 ft.",NA,NA,"Siskiyou",300,"Irrigation","Single Well","11024",NA,"DWR_Periodic_GWL",NA
"141",NA,"419844N1215056W001","48N04E22M001M","Amy King",41.9845,-121.506,"Unknown","Unknown","1-002.01","Tulelake","Siskiyou",135,"Residential","Single Well","11064",NA,"DWR_Periodic_GWL",NA
"142",NA,"419929N1215587W001","48N04E19C001M","Main/Takacs",41.9936,-121.559,"Unknown","Unknown","1-002.01","Tulelake","Siskiyou",38,"Residential","Single Well","78748",NA,"DWR_Periodic_GWL",NA
"143",NA,"419966N1215163W001","48N04E16P003M","Starch Plant",41.9966,-121.516,"Unknown","Unknown","1-002.01","Tulelake","Siskiyou",1200,"Industrial","Unknown","81307",NA,"DWR_Periodic_GWL",NA
"144",NA,"419971N1214519W001","48N04E13K001M","TID #5",41.9971,-121.452,"Unknown","Unknown","1-002.01","Tulelake","Siskiyou",1570,"Irrigation","Single Well","75112",NA,"DWR_Periodic_GWL",NA
"145",NA,"419972N1214843W001","48N04E14M001M","Ratliff",41.9972,-121.484,"Unknown","Unknown","1-002.01","Tulelake","Siskiyou",127,"Stockwatering","Single Well","70162",NA,"DWR_Periodic_GWL",NA
"146",NA,"419978N1214931W001","48N04E15K001M","TID #4",41.9978,-121.493,"Unknown","Unknown","1-002.01","Tulelake","Siskiyou",1440,"Irrigation","Single Well","751111",NA,"DWR_Periodic_GWL",NA
"147",NA,"419979N1215251W001","48N04E16M001M","TID #3",41.9979,-121.525,"Unknown","Unknown","1-002.01","Tulelake","Siskiyou",1710,"Irrigation","Single Well","751110",NA,"DWR_Periodic_GWL",NA
"148",NA,"419979N1217011W001","48N02E14J001M","LK01 (old well)",41.9991,-121.701,"Unknown","Unknown","1-002.02","Lower Klamath","Siskiyou",203,"Other","Single Well","333860",NA,"DWR_Periodic_GWL",NA
"149",NA,"419980N1215138W001","48N04E16L002M","48N04E16L002M",41.998,-121.514,"Unknown","Unknown","1-002.01","Tulelake","Siskiyou",150,"Industrial","Single Well","393999",NA,"DWR_Periodic_GWL",NA
"150",NA,"419980N1215360W001","48N04E17C001M","48N04E17C001M",41.998,-121.536,"Unknown","Unknown","1-002.01","Tulelake","Siskiyou",159,"Residential","Single Well","799491",NA,"DWR_Periodic_GWL",NA
"151",NA,"419980N1215455W001","48N04E18J001M","TID #2",41.998,-121.546,"Unknown","Unknown","1-002.01","Tulelake","Siskiyou",1550,"Irrigation","Single Well","751109",NA,"DWR_Periodic_GWL",NA
"152",NA,"419984N1215587W001","48N04E18L003M","Westside Store",41.9983,-121.559,"Unknown","Unknown","1-002.01","Tulelake","Siskiyou",110,"Residential","Single Well","62608",NA,"DWR_Periodic_GWL",NA
"153",NA,"419984N1215998W001","48N03E14M001M","48N03E14M001M",41.9983,-121.6,"Unknown","Unknown",NA,NA,"Siskiyou",454,"Irrigation","Single Well","1509",NA,"DWR_Periodic_GWL",NA
"154",NA,"419989N1217002W002","48N02E13M001M","48N02E13M001M",41.9989,-121.7,"Other","5 ft.","1-002.02","Lower Klamath","Siskiyou",1100,"Residential","Single Well","3352",NA,"DWR_Periodic_GWL",NA
"155",NA,"WCRfn_58263",NA,"MYERS, BOB",41.6233171839922,-122.771714358242,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",80,"Irrigation","Single Well","49079",58263,"UCDavis_Well_Review_2013",NA
"156",NA,"WCRfn_58265",NA,"MOORE, MILTON",41.6336363472536,-122.890934282937,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",100,"Irrigation","Single Well","49081",58265,"UCDavis_Well_Review_2013",NA
"157",NA,"WCRfn_58313",NA,"D & V MEAT CO.",41.5711925452718,-122.916122466604,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",193,"Irrigation","Single Well","11279",58313,"UCDavis_Well_Review_2013",NA
"158",NA,"WCRfn_58314",NA,"D & V MEAT CO.",41.5658360243214,-122.919994793626,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",255,"Irrigation","Single Well","11280",58314,"UCDavis_Well_Review_2013",NA
"159",NA,"WCRfn_58315",NA,"D & V MEAT CO.",41.5744872607787,-122.917382012664,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",275,"Irrigation","Single Well","11281",58315,"UCDavis_Well_Review_2013",NA
"160",NA,"WCRfn_58316",NA,"JOHNSON, CARL",41.5234300829844,-122.908867139284,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",104,"Irrigation","Single Well","11282",58316,"UCDavis_Well_Review_2013",NA
"161",NA,"WCRfn_58318",NA,"TOBIAS",41.5701415793829,-122.854180027207,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",160,"Irrigation","Single Well","11284",58318,"UCDavis_Well_Review_2013",NA
"162",NA,"WCRfn_58319",NA,"TOBIAS",41.4064490286426,-122.829661705913,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",115,"Irrigation","Single Well","11285",58319,"UCDavis_Well_Review_2013",NA
"163",NA,"WCRfn_58321",NA,"LEWIS",41.5740173999061,-122.921308233527,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",63,"Irrigation","Single Well","11287",58321,"UCDavis_Well_Review_2013",NA
"164",NA,"WCRfn_58327",NA,"LEWIS",41.5516281368785,-122.915535145707,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",102,"Irrigation","Single Well","11294",58327,"UCDavis_Well_Review_2013",NA
"165",NA,"WCRfn_58330",NA,"HURLIMAN",41.519879402459,-122.900030027417,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",100,"Irrigation","Single Well","11297",58330,"UCDavis_Well_Review_2013",NA
"166",NA,"WCRfn_58333",NA,"HANSON",41.5536386995003,-122.897003950305,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",104,"Irrigation","Single Well","11300",58333,"UCDavis_Well_Review_2013",NA
"167",NA,"WCRfn_58336",NA,"HULLQUIST",41.6253644289017,-122.873588180035,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",104,"Irrigation","Single Well","11753",58336,"UCDavis_Well_Review_2013",NA
"168",NA,"WCRfn_58339",NA,"KNOWLTON",41.577082062777,-122.968182573494,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",126,"Irrigation","Single Well","11756",58339,"UCDavis_Well_Review_2013",NA
"169",NA,"WCRfn_58399",NA,"SWEEZEY",41.485603675806,-122.855275795834,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",60,"Irrigation","Single Well","54319",58399,"UCDavis_Well_Review_2013",NA
"170",NA,"WCRfn_58440",NA,"BANNING",41.5994752690104,-122.84762305743,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",13,"Irrigation","Single Well","70933",58440,"UCDavis_Well_Review_2013",NA
"171",NA,"WCRfn_58443",NA,"BANNING",41.5975304483073,-122.849461784533,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",20,"Irrigation","Single Well","70937",58443,"UCDavis_Well_Review_2013",NA
"172",NA,"WCRfn_58445",NA,"AXTON",41.4609287188813,-122.878801041958,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",30,"Irrigation","Single Well","70939",58445,"UCDavis_Well_Review_2013",NA
"173",NA,"WCRfn_58575",NA,"THAKERAY",41.4866138742317,-122.889930120418,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",191,"Irrigation","Single Well","54855",58575,"UCDavis_Well_Review_2013",NA
"174",NA,"WCRfn_58577",NA,"THACKERAY",41.4958691159086,-122.887397323385,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",220,"Irrigation","Single Well","54858",58577,"UCDavis_Well_Review_2013",NA
"175",NA,"WCRfn_58582",NA,"BACKMAN",41.4190155307395,-122.850130102201,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",80,"Irrigation","Single Well","54864",58582,"UCDavis_Well_Review_2013",NA
"176",NA,"WCRfn_58585",NA,"RANCHO DEL SOL",41.4997964805525,-122.834264983852,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",253,"Irrigation","Single Well","54872",58585,"UCDavis_Well_Review_2013",NA
"177",NA,"WCRfn_58606",NA,"BECKMAN & DUDLEY RCH",41.4157955420379,-122.855729287907,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",43,"Irrigation","Single Well","54921",58606,"UCDavis_Well_Review_2013",NA
"178",NA,"WCRfn_58694",NA,"SEAVER",41.5742940200434,-122.855080996928,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",80,"Irrigation","Single Well","49059",58694,"UCDavis_Well_Review_2013",NA
"179",NA,"WCRfn_58911",NA,"RANCHO DEL SOL",41.4914578495871,-122.853528210359,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",142,"Irrigation","Single Well","1013",58911,"UCDavis_Well_Review_2013",NA
"180",NA,"WCRfn_58917",NA,"SIS UN H.S. DIST",41.6107687201447,-122.843321345822,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",91,"Irrigation","Single Well","1019",58917,"UCDavis_Well_Review_2013",NA
"181",NA,"WCRfn_58921",NA,"KELLOGG, NADINE",41.564888650658,-122.85494322242,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",60,"Irrigation","Single Well","1023",58921,"UCDavis_Well_Review_2013",NA
"182",NA,"WCRfn_59036",NA,"KING, M. A.",41.6262883990041,-122.828300068323,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",32,"Irrigation","Single Well","3397",59036,"UCDavis_Well_Review_2013",NA
"183",NA,"WCRfn_59037",NA,"HERMAN",41.5704547579328,-122.87211022339,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",104,"Irrigation","Single Well","3398",59037,"UCDavis_Well_Review_2013",NA
"184",NA,"WCRfn_59177",NA,"WHIPPLE",41.4723677772155,-122.844864920915,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",100,"Irrigation","Single Well","5725",59177,"UCDavis_Well_Review_2013",NA
"185",NA,"WCRfn_59195",NA,"BECKMAN",41.4444019234778,-122.879777161725,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",36,"Irrigation","Single Well","5746",59195,"UCDavis_Well_Review_2013",NA
"186",NA,"WCRfn_59196",NA,"BECKMAN",41.4392085511716,-122.882760981787,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",70,"Irrigation","Single Well","5747",59196,"UCDavis_Well_Review_2013",NA
"187",NA,"WCRfn_59197",NA,"BECKMAN",41.4394897778757,-122.881017008602,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",36,"Irrigation","Single Well","5748",59197,"UCDavis_Well_Review_2013",NA
"188",NA,"WCRfn_59198",NA,"BECKMAN",41.4395177202044,-122.884572243383,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",66,"Irrigation","Single Well","5749",59198,"UCDavis_Well_Review_2013",NA
"189",NA,"WCRfn_59402",NA,"WAGNER",41.54662264693,-122.914558241464,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",67,"Irrigation","Single Well","11764",59402,"UCDavis_Well_Review_2013",NA
"190",NA,"WCRfn_59408",NA,"KING, MANUEL",41.6243429311463,-122.802450451472,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",45,"Irrigation","Single Well","11770",59408,"UCDavis_Well_Review_2013",NA
"191",NA,"WCRfn_59410",NA,"KRELL",41.5413392320147,-122.849188263143,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",67,"Irrigation","Single Well","11772",59410,"UCDavis_Well_Review_2013",NA
"192",NA,"WCRfn_59413",NA,"DWYER",41.6255640553644,-122.812901889248,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",65,"Irrigation","Single Well","11776",59413,"UCDavis_Well_Review_2013",NA
"193",NA,"WCRfn_59466",NA,"WEST",41.5910291906771,-122.842625316464,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",145,"Irrigation","Single Well","14258",59466,"UCDavis_Well_Review_2013",NA
"194",NA,"WCRfn_59477",NA,"LODGMAN",41.6358310088556,-122.876720880054,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",89,"Irrigation","Single Well","14272",59477,"UCDavis_Well_Review_2013",NA
"195",NA,"WCRfn_59479",NA,"TANKERSLY",41.6254118335239,-122.812846988241,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",60,"Irrigation","Single Well","14274",59479,"UCDavis_Well_Review_2013",NA
"196",NA,"WCRfn_59480",NA,"BURTON, ED",41.6259345643504,-122.966900837763,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",100,"Irrigation","Single Well","14275",59480,"UCDavis_Well_Review_2013",NA
"197",NA,"WCRfn_59482",NA,"WALKER, JAMES",41.5959498403464,-122.843453661924,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",95,"Irrigation","Single Well","14277",59482,"UCDavis_Well_Review_2013",NA
"198",NA,"WCRfn_59484",NA,"CORRAGAN",41.5126013655907,-122.884689253534,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",111,"Irrigation","Single Well","14279",59484,"UCDavis_Well_Review_2013",NA
"199",NA,"WCRfn_59500",NA,"HANNA BROS",41.4792179459515,-122.831483771994,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",275,"Irrigation","Single Well","14816",59500,"UCDavis_Well_Review_2013",NA
"200",NA,"WCRfn_59549",NA,"WALKER RANCH",41.5998353227198,-122.853753595626,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",104,"Irrigation","Single Well","18318",59549,"UCDavis_Well_Review_2013",NA
"201",NA,"WCRfn_59560",NA,"SMITH, RALPH",41.6189352873109,-122.873971159777,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",123,"Irrigation","Single Well","18329",59560,"UCDavis_Well_Review_2013",NA
"202",NA,"WCRfn_59743",NA,"MAKEL",41.6187515593932,-122.784390374638,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",40,"Irrigation","Single Well","48704",59743,"UCDavis_Well_Review_2013",NA
"203",NA,"WCRfn_59751",NA,"HULLQUIST",41.6296107197798,-122.884102578132,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",57,"Irrigation","Single Well","49057",59751,"UCDavis_Well_Review_2013",NA
"204",NA,"WCRfn_59752",NA,"SEAVER",41.5394019424296,-122.857757099208,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",80,"Irrigation","Single Well","49058",59752,"UCDavis_Well_Review_2013",NA
"205",NA,"WCRfn_59757",NA,"BECKMAN",41.4440029027731,-122.86780179036,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",100,"Irrigation","Single Well","49701",59757,"UCDavis_Well_Review_2013",NA
"206",NA,"WCRfn_59764",NA,"HAMMOND",41.4696459125176,-122.883597281953,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",22,"Irrigation","Single Well","49712",59764,"UCDavis_Well_Review_2013",NA
"207",NA,"WCRfn_59766",NA,"SMILEY",41.5920724866513,-122.859801604336,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",70,"Irrigation","Single Well","49715",59766,"UCDavis_Well_Review_2013",NA
"208",NA,"WCRfn_59770",NA,"BECKMAN",41.4307573799225,-122.906552983172,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",72,"Irrigation","Single Well","49719",59770,"UCDavis_Well_Review_2013",NA
"209",NA,"WCRfn_59773",NA,"DE LA MONTANGER",41.5672912105175,-122.839832006525,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",120,"Irrigation","Single Well","49722",59773,"UCDavis_Well_Review_2013",NA
"210",NA,"WCRfn_59812",NA,"CORRIGAN",41.5121480181998,-122.883791046379,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",58,"Irrigation","Single Well","49823",59812,"UCDavis_Well_Review_2013",NA
"211",NA,"WCRfn_59867",NA,"BECKMAN",41.4447887666545,-122.880699548831,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",44,"Irrigation","Single Well","49951",59867,"UCDavis_Well_Review_2013",NA
"212",NA,"WCRfn_59868",NA,"BECKMAN",41.4407406791961,-122.872057811686,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",48,"Irrigation","Single Well","49952",59868,"UCDavis_Well_Review_2013",NA
"213",NA,"WCRfn_59869",NA,"BECKMAN",41.4408516276073,-122.879544423922,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",28,"Irrigation","Single Well","49953",59869,"UCDavis_Well_Review_2013",NA
"214",NA,"WCRfn_59874",NA,"BECKMAN",41.443957862501,-122.873487302787,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",118,"Irrigation","Single Well","49958",59874,"UCDavis_Well_Review_2013",NA
"215",NA,"WCRfn_59876",NA,"LANGFORD, CARL",41.6224036330554,-122.80348031277,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",47,"Irrigation","Single Well","49964",59876,"UCDavis_Well_Review_2013",NA
"216",NA,"WCRfn_59877",NA,"BECKMAN",41.4423358313886,-122.872225621241,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",162,"Irrigation","Single Well","49965",59877,"UCDavis_Well_Review_2013",NA
"217",NA,"WCRfn_59878",NA,"BECKMAN",41.443618789849,-122.869351259406,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",67,"Irrigation","Single Well","49966",59878,"UCDavis_Well_Review_2013",NA
"218",NA,"WCRfn_59899",NA,"SWEEZEY",41.4927730523307,-122.842436750279,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",60,"Irrigation","Single Well","54330",59899,"UCDavis_Well_Review_2013",NA
"219",NA,"WCRfn_59902",NA,"SWEEZEY",41.4867390127497,-122.843471736032,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",100,"Irrigation","Single Well","54333",59902,"UCDavis_Well_Review_2013",NA
"220",NA,"WCRfn_60087",NA,"KRAUS",41.5435904136666,-122.813428763584,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",65,"Irrigation","Single Well","54930",60087,"UCDavis_Well_Review_2013",NA
"221",NA,"WCRfn_60093",NA,"RICHMAN",41.5956989356411,-122.856603205096,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",88,"Irrigation","Single Well","54936",60093,"UCDavis_Well_Review_2013",NA
"222",NA,"WCRfn_60097",NA,"MARTIN",41.5591876899719,-122.871666057576,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",80,"Irrigation","Single Well","54940",60097,"UCDavis_Well_Review_2013",NA
"223",NA,"WCRfn_60296",NA,"MYERS",41.6245098968749,-122.766144191391,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",74,"Irrigation","Single Well","107306",60296,"UCDavis_Well_Review_2013",NA
"224",NA,"WCRfn_60298",NA,"FT.JONES HIGH SCH.",41.6108975322943,-122.843459535857,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",36,"Irrigation","Single Well","107308",60298,"UCDavis_Well_Review_2013",NA
"225",NA,"WCRfn_60316",NA,"FOWLE",41.4298620144785,-122.841867494766,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",110,"Irrigation","Single Well","123547",60316,"UCDavis_Well_Review_2013",NA
"226",NA,"WCRfn_60318",NA,"HAND",41.5772340933802,-122.832130652734,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",170,"Irrigation","Single Well","123549",60318,"UCDavis_Well_Review_2013",NA
"227",NA,"WCRfn_60319",NA,"MARTIN DAIRY",41.5630562015026,-122.88660783222,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",146,"Irrigation","Single Well","123550",60319,"UCDavis_Well_Review_2013",NA
"228",NA,"WCRfn_60323",NA,"BROWN, ROBERT",41.633082548949,-122.83293544343,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",69,"Irrigation","Single Well","123727",60323,"UCDavis_Well_Review_2013",NA
"229",NA,"WCRfn_60324",NA,"BROWN, ROBERT",41.6359713828369,-122.831047160478,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",68,"Irrigation","Single Well","123728",60324,"UCDavis_Well_Review_2013",NA
"230",NA,"WCRfn_60364",NA,"UNDERWOOD",41.5805764356235,-122.867459816313,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",165,"Irrigation","Single Well","126213",60364,"UCDavis_Well_Review_2013",NA
"231",NA,"WCRfn_60394",NA,"EVANS, FLOYD",41.6377679508887,-122.916882206383,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",147,"Irrigation","Single Well","65220",60394,"UCDavis_Well_Review_2013",NA
"232",NA,"WCRfn_60395",NA,"KRAUSE",41.5456047244391,-122.819690639918,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",107,"Irrigation","Single Well","65221",60395,"UCDavis_Well_Review_2013",NA
"233",NA,"WCRfn_60396",NA,"MOORE",41.6366351712692,-122.913425383691,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",112,"Irrigation","Single Well","65222",60396,"UCDavis_Well_Review_2013",NA
"234",NA,"WCRfn_60400",NA,"TANKERSBY",41.6264036478786,-122.81022564294,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",84,"Irrigation","Single Well","65226",60400,"UCDavis_Well_Review_2013",NA
"235",NA,"WCRfn_60401",NA,"MULLORY",41.5915723288167,-122.836364963384,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",102,"Irrigation","Single Well","65227",60401,"UCDavis_Well_Review_2013",NA
"236",NA,"WCRfn_60405",NA,"KRELL",41.5484306630204,-122.850576570388,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",125,"Irrigation","Single Well","65234",60405,"UCDavis_Well_Review_2013",NA
"237",NA,"WCRfn_60406",NA,"MAC FARLANE",41.558784599056,-122.837599190634,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",250,"Irrigation","Single Well","65236",60406,"UCDavis_Well_Review_2013",NA
"238",NA,"WCRfn_60889",NA,"LEARY",41.6359601209221,-122.831106502145,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",65,"Irrigation","Single Well","93336",60889,"UCDavis_Well_Review_2013",NA
"239",NA,"WCRfn_61217",NA,"PIERSALL",41.5704393947096,-122.831696491708,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",135,"Irrigation","Single Well","112528",61217,"UCDavis_Well_Review_2013",NA
"240",NA,"WCRfn_61222",NA,"HANNA",41.5595096794346,-122.848478411962,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",120,"Irrigation","Single Well","112536",61222,"UCDavis_Well_Review_2013",NA
"241",NA,"WCRfn_61223",NA,"AXTON",41.4613016642934,-122.878662763319,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",108,"Irrigation","Single Well","112537",61223,"UCDavis_Well_Review_2013",NA
"242",NA,"WCRfn_61244",NA,"KUHNLE",41.6338611159348,-122.752167431602,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",88,"Irrigation","Single Well","112575",61244,"UCDavis_Well_Review_2013",NA
"243",NA,"WCRfn_61260",NA,"AXTON",41.4605792009311,-122.881367987868,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",13,"Irrigation","Single Well","112906",61260,"UCDavis_Well_Review_2013",NA
"244",NA,"WCRfn_61291",NA,"KING",41.6261611970506,-122.830532801896,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",33,"Irrigation","Single Well","112943",61291,"UCDavis_Well_Review_2013",NA
